latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-38.096,145.171,315.2,1,1,2019-11-27,00:25,T,40,6.0NRT,295.9,6,D
-38.163,145.942,309.7,1,1,2019-11-27,00:25,T,42,6.0NRT,296.5,6.7,D
-38.103,145.493,306.4,1,1,2019-11-27,00:25,T,39,6.0NRT,294.9,4.5,D
-38.19,146.557,315.3,1.1,1,2019-11-27,00:25,T,66,6.0NRT,296.9,9.2,D
-37.905,145.249,314,1,1,2019-11-27,00:25,T,65,6.0NRT,296.6,4.1,D
-37.903,145.237,314.4,1,1,2019-11-27,00:25,T,58,6.0NRT,296.5,4.9,D
-37.845,145.28,316.7,1,1,2019-11-27,00:25,T,69,6.0NRT,299.1,6.8,D
-37.819,145.297,315.5,1,1,2019-11-27,00:25,T,54,6.0NRT,297.8,6.1,D
-37.713,144.867,317,1,1,2019-11-27,00:25,T,52,6.0NRT,299.6,4.2,D
-37.691,145.036,317.5,1,1,2019-11-27,00:25,T,70,6.0NRT,301.3,5.6,D
-35.534,150.11,329.1,1.5,1.2,2019-11-27,00:25,T,45,6.0NRT,291.8,41.1,D
-35.519,150.078,320.6,1.5,1.2,2019-11-27,00:25,T,39,6.0NRT,291.9,26.8,D
-35.519,150.18,345.2,1.5,1.2,2019-11-27,00:25,T,65,6.0NRT,295.1,80,D
-35.508,150.182,339.9,1.5,1.2,2019-11-27,00:25,T,51,6.0NRT,296.6,65.1,D
-35.497,150.083,332.2,1.5,1.2,2019-11-27,00:25,T,53,6.0NRT,295.8,47.5,D
-35.487,150.084,312.4,1.5,1.2,2019-11-27,00:25,T,40,6.0NRT,295.1,15.2,D
-35.401,149.581,318.4,1.4,1.2,2019-11-27,00:25,T,69,6.0NRT,291.1,24.1,D
-35.399,149.564,364.8,1.4,1.2,2019-11-27,00:25,T,100,6.0NRT,293.6,155.9,D
-35.398,149.549,351.9,1.4,1.2,2019-11-27,00:25,T,96,6.0NRT,292.1,102.3,D
-35.396,149.534,323.3,1.4,1.2,2019-11-27,00:25,T,76,6.0NRT,290.5,30.8,D
-35.395,149.573,362.3,1.4,1.2,2019-11-27,00:25,T,100,6.0NRT,293.5,143.3,D
-35.393,149.556,375.4,1.4,1.2,2019-11-27,00:25,T,100,6.0NRT,296.3,209.7,D
-35.391,149.541,345.3,1.4,1.2,2019-11-27,00:25,T,92,6.0NRT,293.5,78.6,D
-35.382,149.558,342.8,1.4,1.2,2019-11-27,00:25,T,91,6.0NRT,293.3,73.8,D
-35.381,149.543,341.7,1.4,1.2,2019-11-27,00:25,T,90,6.0NRT,293.1,69.1,D
-34.017,149.569,334.6,1.3,1.1,2019-11-27,00:25,T,84,6.0NRT,301.3,41.1,D
-34.002,150.005,314.7,1.4,1.2,2019-11-27,00:25,T,34,6.0NRT,292,19.3,D
-32.938,151.022,313.2,1.5,1.2,2019-11-27,00:25,T,51,6.0NRT,296.9,16.1,D
-32.894,150.933,316.1,1.5,1.2,2019-11-27,00:25,T,62,6.0NRT,296.3,21.1,D
-16.432,123.106,313.5,1.1,1,2019-11-27,01:55,T,55,6.0NRT,298.3,7.8,D
-16.63,123.842,335.1,1,1,2019-11-27,01:55,T,77,6.0NRT,306.9,14.7,D
-16.649,123.849,346.3,1,1,2019-11-27,01:55,T,90,6.0NRT,306.4,32.4,D
-16.645,123.7,333,1,1,2019-11-27,01:55,T,70,6.0NRT,305.8,13,D
-16.688,123.747,334.1,1,1,2019-11-27,01:55,T,63,6.0NRT,307.7,12.6,D
-16.867,124.738,335.9,1,1,2019-11-27,01:55,T,80,6.0NRT,309.6,15.7,D
-16.868,124.747,337.6,1,1,2019-11-27,01:55,T,82,6.0NRT,309,17.7,D
-16.893,124.791,353.7,1,1,2019-11-27,01:55,T,96,6.0NRT,310.2,48.9,D
-11.355,131.178,327.7,1.7,1.3,2019-11-27,01:55,T,81,6.0NRT,300.3,33.9,D
-11.936,135.103,312.7,3.4,1.7,2019-11-27,01:55,T,36,6.0NRT,298.7,40.5,D
-12.25,134.701,323,3.2,1.7,2019-11-27,01:55,T,31,6.0NRT,298.9,34.5,D
-10.319,120.189,314.3,2.1,1.4,2019-11-27,01:55,T,61,6.0NRT,298.3,26.2,D
-10.831,122.736,320.7,1.4,1.2,2019-11-27,01:55,T,70,6.0NRT,299,23.3,D
-12.559,132.219,324,2.1,1.4,2019-11-27,01:55,T,59,6.0NRT,302.3,32.5,D
-12.659,131.655,322.5,1.9,1.3,2019-11-27,01:55,T,36,6.0NRT,299.3,22.6,D
-12.671,131.653,328.4,1.9,1.3,2019-11-27,01:55,T,73,6.0NRT,299.2,38.9,D
-13.183,135.745,322.2,4,1.9,2019-11-27,01:55,T,44,6.0NRT,297.5,50.9,D
-13.191,135.82,327.7,4.1,1.9,2019-11-27,01:55,T,57,6.0NRT,297.5,93.2,D
-13.004,130.41,328.5,1.6,1.2,2019-11-27,01:55,T,37,6.0NRT,306.1,25.8,D
-14.109,135.145,326,3.7,1.8,2019-11-27,01:55,T,65,6.0NRT,299.7,64.6,D
-14.13,135.039,326,3.7,1.8,2019-11-27,01:55,T,53,6.0NRT,300.8,51.6,D
-14.1,135.14,326.3,3.7,1.8,2019-11-27,01:55,T,66,6.0NRT,298,66.8,D
-14.138,135.032,327.7,3.7,1.8,2019-11-27,01:55,T,70,6.0NRT,301.3,66.4,D
-14.137,126.908,343.1,1,1,2019-11-27,01:55,T,84,6.0NRT,313.6,24.5,D
-14.138,126.918,336.5,1,1,2019-11-27,01:55,T,64,6.0NRT,313.4,14,D
-14.33,126.521,345.5,1,1,2019-11-27,01:55,T,88,6.0NRT,312.1,27,D
-14.331,126.531,352.1,1,1,2019-11-27,01:55,T,94,6.0NRT,314.2,40.6,D
-14.337,126.511,334.8,1,1,2019-11-27,01:55,T,53,6.0NRT,312.2,10.1,D
-14.474,127.208,339.7,1.1,1,2019-11-27,01:55,T,81,6.0NRT,308.5,23.5,D
-14.707,127.489,337.4,1.1,1,2019-11-27,01:55,T,71,6.0NRT,311.5,14.7,D
-14.745,127.557,335.7,1.1,1.1,2019-11-27,01:55,T,54,6.0NRT,309.9,10.6,D
-14.749,127.55,337.7,1.1,1.1,2019-11-27,01:55,T,67,6.0NRT,310.8,16.2,D
-15.784,135.485,329.2,4.2,1.9,2019-11-27,01:55,T,68,6.0NRT,300.3,87.1,D
-15.818,135.482,338.8,4.2,1.9,2019-11-27,01:55,T,83,6.0NRT,300.1,192.5,D
-15.787,135.478,329.5,4.2,1.9,2019-11-27,01:55,T,68,6.0NRT,300.5,95.1,D
-15.804,135.477,332,4.2,1.9,2019-11-27,01:55,T,73,6.0NRT,301.1,118.3,D
-15.821,135.475,334.9,4.2,1.9,2019-11-27,01:55,T,78,6.0NRT,300.3,148.2,D
-15.806,134.989,328.6,3.8,1.8,2019-11-27,01:55,T,66,6.0NRT,302.4,56.7,D
-15.809,135.025,337.3,3.8,1.8,2019-11-27,01:55,T,81,6.0NRT,301.7,138.4,D
-15.855,134.984,330.2,3.8,1.8,2019-11-27,01:55,T,70,6.0NRT,304.1,69.3,D
-15.815,135.019,337.5,3.8,1.8,2019-11-27,01:55,T,82,6.0NRT,301.8,141.3,D
-14.833,126.503,330.9,1,1,2019-11-27,01:55,T,44,6.0NRT,312.5,8.5,D
-14.84,126.483,339.5,1,1,2019-11-27,01:55,T,78,6.0NRT,312.2,18.3,D
-14.817,125.381,338.3,1,1,2019-11-27,01:55,T,82,6.0NRT,308.8,21,D
-14.818,125.39,337.7,1,1,2019-11-27,01:55,T,82,6.0NRT,310.5,20.9,D
-15.516,128.79,337.8,1.3,1.1,2019-11-27,01:55,T,83,6.0NRT,297.2,36,D
-15.517,128.802,342,1.3,1.1,2019-11-27,01:55,T,87,6.0NRT,298.7,47.2,D
-15.526,128.789,328.2,1.3,1.1,2019-11-27,01:55,T,54,6.0NRT,293.2,15.2,D
-15.777,130.111,339.8,1.6,1.3,2019-11-27,01:55,T,84,6.0NRT,307.3,42.7,D
-15.799,130.108,338.2,1.6,1.3,2019-11-27,01:55,T,83,6.0NRT,305.9,36.3,D
-15.195,125.383,321.5,1,1,2019-11-27,01:55,T,19,6.0NRT,284.4,11.8,D
-15.524,125.118,362.6,1,1,2019-11-27,01:55,T,100,6.0NRT,301.5,78.1,D
-15.525,125.127,352.2,1,1,2019-11-27,01:55,T,95,6.0NRT,300.7,52.7,D
-15.533,125.116,334.4,1,1,2019-11-27,01:55,T,80,6.0NRT,302.5,17.9,D
-15.517,124.948,332.5,1,1,2019-11-27,01:55,T,38,6.0NRT,302.2,14.7,D
-15.518,124.957,338.3,1,1,2019-11-27,01:55,T,72,6.0NRT,301.4,24.2,D
-15.558,125.16,338.6,1,1,2019-11-27,01:55,T,85,6.0NRT,298.5,28.2,D
-15.559,125.169,334.1,1,1,2019-11-27,01:55,T,80,6.0NRT,297.2,21.9,D
-15.564,125.14,326.2,1,1,2019-11-27,01:55,T,32,6.0NRT,297.9,7.9,D
-15.565,125.149,329.9,1,1,2019-11-27,01:55,T,56,6.0NRT,297.6,12.6,D
-15.567,125.159,326.1,1,1,2019-11-27,01:55,T,40,6.0NRT,298.5,9.7,D
-15.568,125.168,342,1,1,2019-11-27,01:55,T,88,6.0NRT,297.9,33.2,D
-15.573,125.139,335.9,1,1,2019-11-27,01:55,T,82,6.0NRT,298.9,20.7,D
-15.576,125.157,327.5,1,1,2019-11-27,01:55,T,70,6.0NRT,298,10.6,D
-15.577,125.166,326.2,1,1,2019-11-27,01:55,T,40,6.0NRT,296.9,9.3,D
-15.552,124.755,333.9,1,1,2019-11-27,01:55,T,74,6.0NRT,305.9,15.4,D
-15.554,124.764,332.1,1,1,2019-11-27,01:55,T,68,6.0NRT,304.7,13.8,D
-15.557,124.783,349.1,1,1,2019-11-27,01:55,T,93,6.0NRT,303.9,44.6,D
-15.558,124.792,332.6,1,1,2019-11-27,01:55,T,72,6.0NRT,302.9,16.3,D
-15.561,124.754,339.2,1,1,2019-11-27,01:55,T,86,6.0NRT,304.1,21.8,D
-15.563,124.763,328.7,1,1,2019-11-27,01:55,T,46,6.0NRT,305.2,7.7,D
-15.564,124.772,334.9,1,1,2019-11-27,01:55,T,79,6.0NRT,305.5,16.8,D
-15.566,124.782,328.3,1,1,2019-11-27,01:55,T,31,6.0NRT,303.7,8.7,D
-15.579,124.751,331.8,1,1,2019-11-27,01:55,T,74,6.0NRT,306.4,11,D
-15.581,124.76,344.3,1,1,2019-11-27,01:55,T,90,6.0NRT,307.4,31.6,D
-15.593,124.777,332.2,1,1,2019-11-27,01:55,T,78,6.0NRT,302.9,12,D
-15.61,124.832,345.9,1,1,2019-11-27,01:55,T,91,6.0NRT,304.1,32,D
-15.611,124.841,355,1,1,2019-11-27,01:55,T,97,6.0NRT,308.1,52.8,D
-15.628,124.829,336.8,1,1,2019-11-27,01:55,T,52,6.0NRT,303.2,21.8,D
-15.649,124.782,325.6,1,1,2019-11-27,01:55,T,28,6.0NRT,300.9,9.1,D
-16.402,129.819,330.3,1.6,1.2,2019-11-27,01:55,T,66,6.0NRT,304.1,21.6,D
-16.433,123.356,311.1,1.1,1,2019-11-27,01:55,T,46,6.0NRT,297.9,6.6,D
-16.628,123.832,343.1,1,1,2019-11-27,01:55,T,87,6.0NRT,305.7,29.9,D
-18.398,126.096,342.5,1.1,1,2019-11-27,02:00,T,89,6.0NRT,303.5,36.6,D
-30.785,124.053,348.5,1.1,1.1,2019-11-27,02:00,T,90,6.0NRT,319.8,41.1,D
-30.787,124.065,335.8,1.1,1.1,2019-11-27,02:00,T,67,6.0NRT,320.4,14.3,D
-30.849,124.018,342.5,1.1,1.1,2019-11-27,02:00,T,83,6.0NRT,319.3,29.8,D
-30.85,124.03,330.9,1.1,1.1,2019-11-27,02:00,T,44,6.0NRT,320.1,8.4,D
-30.936,123.914,332.4,1.1,1,2019-11-27,02:00,T,60,6.0NRT,320.4,9.4,D
-30.938,123.925,335.6,1.1,1.1,2019-11-27,02:00,T,71,6.0NRT,320.4,15.3,D
-30.813,122.93,351.5,1,1,2019-11-27,02:00,T,93,6.0NRT,321.5,46.1,D
-30.815,122.941,330.9,1,1,2019-11-27,02:00,T,41,6.0NRT,319.7,8.4,D
-31.276,123.713,339.1,1.1,1,2019-11-27,02:00,T,78,6.0NRT,320.9,19.5,D
-30.646,118.811,332.2,1.2,1.1,2019-11-27,02:00,T,25,6.0NRT,320.5,11.4,D
-30.681,118.84,337.4,1.2,1.1,2019-11-27,02:00,T,69,6.0NRT,319.3,20.8,D
-33.081,123.579,331.2,1.1,1.1,2019-11-27,02:00,T,70,6.0NRT,317.6,16.8,D
-33.082,123.591,329.8,1.1,1.1,2019-11-27,02:00,T,58,6.0NRT,316.1,14.5,D
-18.424,126.096,337,1.1,1,2019-11-27,02:00,T,84,6.0NRT,306.4,24.6,D
-18.423,126.086,332,1.1,1,2019-11-27,02:00,T,79,6.0NRT,306.6,16.9,D
-18.416,126.107,340.3,1.1,1,2019-11-27,02:00,T,81,6.0NRT,304.5,29.4,D
-18.415,126.097,399.4,1.1,1,2019-11-27,02:00,T,100,6.0NRT,310.8,250.6,D
-18.414,126.087,339.4,1.1,1,2019-11-27,02:00,T,86,6.0NRT,306.3,26.6,D
-18.406,126.099,343.7,1.1,1,2019-11-27,02:00,T,90,6.0NRT,306.2,34.6,D
-18.404,126.089,359.2,1.1,1,2019-11-27,02:00,T,99,6.0NRT,306,71.3,D
-30.782,124.059,352.1,1.1,1.1,2019-11-27,02:00,T,94,6.0NRT,320.7,50,D
-18.397,126.086,344.4,1.1,1,2019-11-27,02:00,T,90,6.0NRT,302.1,40,D
-17.165,124.146,337.3,1,1,2019-11-27,02:00,T,51,6.0NRT,314.6,12,D
-17.151,124.119,339.5,1,1,2019-11-27,02:00,T,45,6.0NRT,313.6,17.9,D
-17.15,124.109,340.1,1,1,2019-11-27,02:00,T,70,6.0NRT,311.8,19.9,D
-17.141,124.111,336.3,1,1,2019-11-27,02:00,T,24,6.0NRT,312.3,12.2,D
-17.133,124.122,338.7,1,1,2019-11-27,02:00,T,58,6.0NRT,313.5,14.8,D
-17.124,124.123,339.6,1,1,2019-11-27,02:00,T,76,6.0NRT,310.4,15.9,D
-17.123,124.113,343.6,1,1,2019-11-27,02:00,T,86,6.0NRT,312.1,23.5,D
-17.089,124.135,340.7,1,1,2019-11-27,02:00,T,83,6.0NRT,315.4,15.4,D
-29.948,118.584,389.2,1.2,1.1,2019-11-27,02:00,T,100,6.0NRT,318.9,236.1,D
-29.946,118.571,397.5,1.2,1.1,2019-11-27,02:00,T,100,6.0NRT,316.6,295.5,D
-29.938,118.586,392.1,1.2,1.1,2019-11-27,02:00,T,100,6.0NRT,322.8,252.8,D
-29.936,118.574,378.4,1.2,1.1,2019-11-27,02:00,T,100,6.0NRT,322.1,169.7,D
-30.735,124.151,343.5,1.1,1.1,2019-11-27,02:00,T,85,6.0NRT,320.8,30.7,D
-29.801,118.505,337.8,1.2,1.1,2019-11-27,02:00,T,69,6.0NRT,322.1,22.2,D
-29.74,118.63,346.3,1.2,1.1,2019-11-27,02:00,T,84,6.0NRT,319.4,38.6,D
-25.536,128.118,340.6,1.6,1.3,2019-11-27,02:00,T,89,6.0NRT,295.5,66.5,D
-25.534,128.102,340,1.6,1.2,2019-11-27,02:00,T,89,6.0NRT,293.5,64.1,D
-22.275,119.563,333,1.4,1.2,2019-11-27,02:00,T,55,6.0NRT,316.8,15,D
-22.264,119.565,332.7,1.4,1.2,2019-11-27,02:00,T,56,6.0NRT,315.5,13.9,D
-22.271,119.57,332.1,1.4,1.2,2019-11-27,02:00,T,48,6.0NRT,315.9,12.8,D
-22.269,119.557,337.4,1.4,1.2,2019-11-27,02:00,T,77,6.0NRT,316,24.5,D
-21.828,121.153,336.9,1.2,1.1,2019-11-27,02:00,T,79,6.0NRT,313.8,21.8,D
-21.408,120.791,331,1.2,1.1,2019-11-27,02:00,T,60,6.0NRT,313.7,12.8,D
-20.986,118.816,335.5,1.7,1.3,2019-11-27,02:00,T,55,6.0NRT,311,37.6,D
-21.274,121.094,339,1.2,1.1,2019-11-27,02:00,T,79,6.0NRT,315.5,22.3,D
-21.272,121.082,355.1,1.2,1.1,2019-11-27,02:00,T,96,6.0NRT,315.1,64.9,D
-21.199,121.078,333.1,1.2,1.1,2019-11-27,02:00,T,41,6.0NRT,315,10.2,D
-20.785,120.03,338,1.4,1.2,2019-11-27,02:00,T,77,6.0NRT,305.4,36.6,D
-20.777,120.045,369,1.4,1.2,2019-11-27,02:00,T,100,6.0NRT,310.7,156.1,D
-20.774,120.032,363.3,1.4,1.2,2019-11-27,02:00,T,100,6.0NRT,310.6,127.5,D
-20.781,120.036,353.1,1.4,1.2,2019-11-27,02:00,T,94,6.0NRT,307.1,81.8,D
-20.778,120.023,347.4,1.4,1.2,2019-11-27,02:00,T,89,6.0NRT,307.9,61.2,D
-20.772,120.052,356.9,1.4,1.2,2019-11-27,02:00,T,97,6.0NRT,309.1,95.7,D
-20.77,120.038,380.2,1.4,1.2,2019-11-27,02:00,T,100,6.0NRT,313.5,220.3,D
-20.768,120.025,340.6,1.4,1.2,2019-11-27,02:00,T,81,6.0NRT,311,39.1,D
-18.485,126.127,333.4,1.1,1,2019-11-27,02:00,T,80,6.0NRT,306,16.5,D
-18.468,126.14,340,1.1,1,2019-11-27,02:00,T,87,6.0NRT,301.5,28.8,D
-18.467,126.13,334.9,1.1,1,2019-11-27,02:00,T,76,6.0NRT,304.6,19,D
-18.452,126.091,343.5,1.1,1,2019-11-27,02:00,T,90,6.0NRT,306.6,33.6,D
-18.444,126.103,336.5,1.1,1,2019-11-27,02:00,T,77,6.0NRT,306.1,24.3,D
-18.443,126.093,332.1,1.1,1,2019-11-27,02:00,T,66,6.0NRT,307.1,14.8,D
-18.435,126.104,341.1,1.1,1,2019-11-27,02:00,T,88,6.0NRT,304.9,33.5,D
-18.433,126.094,331.6,1.1,1,2019-11-27,02:00,T,42,6.0NRT,306.8,15.3,D
-18.425,126.106,328.6,1.1,1,2019-11-27,02:00,T,58,6.0NRT,303.7,13.5,D
-33.235,150.884,313,4.5,2,2019-11-27,03:00,A,48,6.0NRT,293.9,70,D
-33.237,150.88,310.9,4.5,2,2019-11-27,03:00,A,33,6.0NRT,293.8,54.6,D
-33.201,150.876,315.8,4.5,2,2019-11-27,03:00,A,63,6.0NRT,296.4,92.3,D
-33.202,150.868,313.7,4.5,2,2019-11-27,03:00,A,59,6.0NRT,296.4,78.5,D
-29.94,152.106,317.4,3.5,1.8,2019-11-27,03:00,A,28,6.0NRT,296.4,57.1,D
-29.681,152.591,325.9,3.2,1.7,2019-11-27,03:00,A,44,6.0NRT,295.6,86.8,D
-29.665,152.589,340.3,3.2,1.7,2019-11-27,03:00,A,58,6.0NRT,296.5,189.4,N
-29.667,152.559,332.5,3.2,1.7,2019-11-27,03:00,A,24,6.0NRT,294.2,126.3,N
-29.408,152.412,365.2,3.3,1.7,2019-11-27,03:05,A,100,6.0NRT,297.3,520.8,D
-20.613,164.665,322.2,1.5,1.2,2019-11-27,03:05,A,41,6.0NRT,301.6,19.5,D
-21.312,165.552,318.8,1.7,1.3,2019-11-27,03:05,A,61,6.0NRT,300.4,16.1,D
-21.402,165.762,336.3,1.7,1.3,2019-11-27,03:05,A,87,6.0NRT,300.5,58.9,D
-28.254,152.691,318.9,3.1,1.7,2019-11-27,03:05,A,55,6.0NRT,278.4,68,D
-28.823,150.843,316.6,4.2,1.9,2019-11-27,03:05,A,26,6.0NRT,301.5,37.8,D
-28.825,150.847,317.7,4.2,1.9,2019-11-27,03:05,A,37,6.0NRT,301.7,45.6,D
-29.152,152.303,321.7,3.3,1.7,2019-11-27,03:05,A,65,6.0NRT,294.8,72.5,D
-29.196,152.71,328.7,3.1,1.7,2019-11-27,03:05,A,77,6.0NRT,292.4,98.4,D
-29.193,152.744,339.6,3.1,1.7,2019-11-27,03:05,A,88,6.0NRT,293.1,175.6,D
-29.191,152.776,329.9,3.1,1.7,2019-11-27,03:05,A,59,6.0NRT,294.1,99.5,D
