latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-35.839,149.676,383.5,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,307.3,516.1,D
-35.821,149.921,319.7,2.2,1.4,2020-01-26,03:25,A,34,6.0NRT,300.2,28.5,D
-35.855,149.65,375.5,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,318.6,400.6,D
-35.853,149.677,396.2,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,308.2,728.6,D
-35.847,149.746,327.9,2.3,1.5,2020-01-26,03:25,A,28,6.0NRT,301.6,48.3,D
-35.87,149.626,333.2,2.3,1.5,2020-01-26,03:25,A,72,6.0NRT,315.2,50.1,D
-35.868,149.652,371.2,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,321.1,350.8,D
-35.866,149.678,371.8,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,307.3,361.2,D
-35.883,149.628,382.8,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,320.2,498.2,D
-35.881,149.654,403.2,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,322.1,862.9,D
-35.879,149.681,367.3,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,305.6,308.5,D
-35.897,149.63,389.2,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,314.8,603.2,D
-35.895,149.656,458.8,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,324.8,2755.8,D
-35.893,149.682,380.6,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,300.6,475.3,D
-35.889,149.728,336.6,2.3,1.5,2020-01-26,03:25,A,75,6.0NRT,299.7,89.4,D
-35.908,149.657,342.2,2.3,1.5,2020-01-26,03:25,A,89,6.0NRT,302.3,111.6,D
-35.894,150.001,323.2,2.2,1.4,2020-01-26,03:25,A,62,6.0NRT,298,41.2,D
-35.905,149.636,329.5,2.3,1.5,2020-01-26,03:25,A,37,6.0NRT,308.3,42.9,D
-35.903,149.662,394.9,2.3,1.5,2020-01-26,03:25,A,100,6.0NRT,305.7,708.7,D
-35.901,149.688,345.8,2.3,1.5,2020-01-26,03:25,A,91,6.0NRT,296.2,137.3,D
-35.903,150.007,323.2,2.2,1.4,2020-01-26,03:25,A,63,6.0NRT,298.2,42.7,D
-35.996,149.325,342,2.4,1.5,2020-01-26,03:25,A,89,6.0NRT,315.6,110.5,D
-35.994,149.353,344.8,2.4,1.5,2020-01-26,03:25,A,91,6.0NRT,314.5,126.5,D
-36.011,149.299,332.1,2.4,1.5,2020-01-26,03:25,A,79,6.0NRT,312.5,60.4,D
-36.009,149.326,401.2,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,318.7,891.8,D
-36.007,149.355,371.8,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,312.6,383.8,D
-36.005,149.382,331.7,2.4,1.5,2020-01-26,03:25,A,73,6.0NRT,307.6,56.8,D
-36.023,149.328,334.3,2.4,1.5,2020-01-26,03:25,A,82,6.0NRT,308.6,68.7,D
-36.021,149.357,354.4,2.4,1.5,2020-01-26,03:25,A,97,6.0NRT,305.3,204.6,D
-36.019,149.384,331.4,2.4,1.5,2020-01-26,03:25,A,78,6.0NRT,304.6,60.1,D
-35.995,150.019,328.9,2.2,1.4,2020-01-26,03:25,A,41,6.0NRT,300.2,49.7,D
-36.017,149.334,371.4,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,311.6,383.6,D
-36.014,149.363,373.1,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,308.2,401.9,D
-36.028,149.365,339.1,2.4,1.5,2020-01-26,03:25,A,86,6.0NRT,304.7,99.5,D
-36.026,149.392,323.4,2.4,1.5,2020-01-26,03:25,A,46,6.0NRT,305,28.8,D
-35.993,150.026,337.7,2.2,1.4,2020-01-26,03:25,A,85,6.0NRT,301.2,94.1,D
-36.061,149.479,355.5,2.4,1.5,2020-01-26,03:25,A,97,6.0NRT,307.2,223.2,D
-36.059,149.505,341.2,2.4,1.5,2020-01-26,03:25,A,88,6.0NRT,307,120.9,D
-36.105,150.068,328,2.2,1.4,2020-01-26,03:25,A,74,6.0NRT,299.2,56.6,D
-36.103,150.092,323.3,2.2,1.4,2020-01-26,03:25,A,41,6.0NRT,298,39.1,D
-36.21,149.417,342.1,2.4,1.5,2020-01-26,03:25,A,89,6.0NRT,319.7,106.6,D
-36.204,149.423,333.8,2.4,1.5,2020-01-26,03:25,A,82,6.0NRT,317.1,61.1,D
-36.291,149.541,365.2,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,311.9,309.9,D
-36.289,149.566,328.8,2.4,1.5,2020-01-26,03:25,A,47,6.0NRT,310.2,44.5,D
-36.3,149.52,335,2.4,1.5,2020-01-26,03:25,A,83,6.0NRT,311.9,83.6,D
-36.298,149.546,368.5,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,313.3,350.4,D
-36.381,149.53,359.9,2.4,1.5,2020-01-26,03:25,A,99,6.0NRT,310.4,256.6,D
-36.379,149.554,351.7,2.4,1.5,2020-01-26,03:25,A,95,6.0NRT,306.8,186.9,D
-36.377,149.58,344.9,2.4,1.5,2020-01-26,03:25,A,91,6.0NRT,306.9,144.5,D
-36.395,149.532,363.1,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,313.5,288.1,D
-36.373,149.561,328.2,2.4,1.5,2020-01-26,03:25,A,62,6.0NRT,305.4,53.7,D
-36.391,149.511,350.4,2.4,1.5,2020-01-26,03:25,A,95,6.0NRT,314.5,172.7,D
-36.387,149.56,354,2.4,1.5,2020-01-26,03:25,A,97,6.0NRT,306.5,204.9,D
-36.404,149.513,326,2.4,1.5,2020-01-26,03:25,A,33,6.0NRT,311.2,37,D
-36.402,149.539,340.2,2.4,1.5,2020-01-26,03:25,A,88,6.0NRT,307.2,105.6,D
-36.488,149.492,326.7,2.4,1.5,2020-01-26,03:25,A,64,6.0NRT,307.8,49.4,D
-36.495,149.499,346.5,2.4,1.5,2020-01-26,03:25,A,93,6.0NRT,305.9,160.1,D
-36.712,149.367,354.1,2.5,1.5,2020-01-26,03:25,A,97,6.0NRT,311,219.4,D
-36.71,149.393,358.3,2.4,1.5,2020-01-26,03:25,A,99,6.0NRT,310.2,262.3,D
-36.725,149.368,365.8,2.5,1.5,2020-01-26,03:25,A,100,6.0NRT,312.2,335.6,D
-36.723,149.395,334.6,2.4,1.5,2020-01-26,03:25,A,76,6.0NRT,306.6,89.5,D
-36.721,149.424,322.2,2.4,1.5,2020-01-26,03:25,A,27,6.0NRT,303.1,46.5,D
-36.719,149.452,318,2.4,1.5,2020-01-26,03:25,A,47,6.0NRT,299.3,37.5,D
-36.737,149.397,337.7,2.4,1.5,2020-01-26,03:25,A,67,6.0NRT,307.4,102.7,D
-36.735,149.426,337.3,2.4,1.5,2020-01-26,03:25,A,70,6.0NRT,303.6,109,D
-36.733,149.453,346.5,2.4,1.5,2020-01-26,03:25,A,93,6.0NRT,299.2,174.2,D
-36.751,149.399,409,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,308.1,1099.1,D
-36.749,149.427,352.1,2.4,1.5,2020-01-26,03:25,A,96,6.0NRT,301.4,207.4,D
-36.732,149.376,359.2,2.5,1.5,2020-01-26,03:25,A,99,6.0NRT,310.6,258.1,D
-36.728,149.432,343.5,2.4,1.5,2020-01-26,03:25,A,51,6.0NRT,304.1,142.9,D
-36.746,149.377,362.5,2.5,1.5,2020-01-26,03:25,A,100,6.0NRT,311.5,295.8,D
-36.744,149.405,401.3,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,309.2,918.8,D
-36.742,149.434,349.9,2.4,1.5,2020-01-26,03:25,A,95,6.0NRT,302.4,201,D
-36.74,149.461,324.5,2.4,1.5,2020-01-26,03:25,A,75,6.0NRT,297.3,62.5,D
-36.757,149.407,326.3,2.4,1.5,2020-01-26,03:25,A,47,6.0NRT,299.3,52.7,D
-36.883,149.477,332.1,2.4,1.5,2020-01-26,03:25,A,83,6.0NRT,303.1,81.7,D
-37.033,149.418,359.6,2.5,1.5,2020-01-26,03:25,A,99,6.0NRT,309.3,285.7,D
-37.031,149.443,367.2,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,306.1,368.6,D
-37.041,149.396,322.7,2.5,1.5,2020-01-26,03:25,A,49,6.0NRT,302.4,42.4,D
-37.039,149.423,401.9,2.5,1.5,2020-01-26,03:25,A,100,6.0NRT,311.3,949.3,D
-37.037,149.448,379.3,2.4,1.5,2020-01-26,03:25,A,100,6.0NRT,303.4,523.7,D
-37.054,149.4,321.5,2.5,1.5,2020-01-26,03:25,A,43,6.0NRT,301.5,35.9,D
-37.053,149.423,363.7,2.5,1.5,2020-01-26,03:25,A,100,6.0NRT,302.4,324.4,D
-37.051,149.449,354.4,2.4,1.5,2020-01-26,03:25,A,97,6.0NRT,297.8,232.7,D
-37.065,149.45,356.9,2.4,1.5,2020-01-26,03:25,A,98,6.0NRT,301,258.8,D
-37.078,149.452,328.3,2.4,1.5,2020-01-26,03:25,A,67,6.0NRT,303.2,67.8,D
-37.21,149.135,325.1,2.6,1.5,2020-01-26,03:25,A,56,6.0NRT,294.6,71.5,D
-37.329,149.054,330.7,2.6,1.6,2020-01-26,03:25,A,66,6.0NRT,272.6,111,D
-37.32,149.467,326.9,2.5,1.5,2020-01-26,03:25,A,81,6.0NRT,299.6,65.7,D
-37.343,149.328,333.8,2.5,1.5,2020-01-26,03:25,A,87,6.0NRT,298.6,108.1,D
-37.366,149.279,312.3,2.5,1.5,2020-01-26,03:25,A,23,6.0NRT,295.5,24.7,D
-37.408,149.282,312,2.5,1.5,2020-01-26,03:25,A,16,6.0NRT,292.8,24.9,D
-37.406,149.311,331.6,2.5,1.5,2020-01-26,03:25,A,85,6.0NRT,294.1,99.5,D
-37.666,148.954,317.9,2.7,1.6,2020-01-26,03:25,A,63,6.0NRT,282.5,54.4,D
-37.689,148.831,308.1,2.7,1.6,2020-01-26,03:25,A,35,6.0NRT,290.8,18.2,D
-37.683,148.924,333.3,2.7,1.6,2020-01-26,03:25,A,86,6.0NRT,289.3,123.8,D
-37.68,148.955,315.5,2.7,1.6,2020-01-26,03:25,A,43,6.0NRT,284.2,43.1,D
-37.671,148.931,345.6,2.7,1.6,2020-01-26,03:25,A,93,6.0NRT,286.1,212,D
-37.686,148.932,326.1,2.7,1.6,2020-01-26,03:25,A,81,6.0NRT,289.7,89.3,D
-37.731,148.905,337.4,2.7,1.6,2020-01-26,03:25,A,89,6.0NRT,290.1,149.2,D
-37.729,148.935,359.2,2.7,1.6,2020-01-26,03:25,A,94,6.0NRT,290.3,339.7,D
-37.745,148.906,327.8,2.7,1.6,2020-01-26,03:25,A,78,6.0NRT,291.6,95.2,D
-37.743,148.936,340.6,2.7,1.6,2020-01-26,03:25,A,69,6.0NRT,291.4,175.1,D
-37.772,148.718,312.2,2.8,1.6,2020-01-26,03:25,A,56,6.0NRT,296.4,32.1,D
-37.77,148.749,319.7,2.8,1.6,2020-01-26,03:25,A,67,6.0NRT,295.4,58.8,D
-37.747,148.911,311.8,2.7,1.6,2020-01-26,03:25,A,38,6.0NRT,291,26.8,D
-37.745,148.941,314.3,2.7,1.6,2020-01-26,03:25,A,0,6.0NRT,290.4,39.9,D
-37.773,148.723,317,2.8,1.6,2020-01-26,03:25,A,63,6.0NRT,296.4,48.6,D
-37.771,148.754,317.2,2.8,1.6,2020-01-26,03:25,A,50,6.0NRT,295.3,47,D
-30.849,152.489,325.4,1.3,1.1,2020-01-26,03:25,A,78,6.0NRT,296.2,20.4,D
-30.847,152.503,321.8,1.3,1.1,2020-01-26,03:25,A,65,6.0NRT,293.3,13.3,D
-30.845,152.495,327,1.3,1.1,2020-01-26,03:25,A,79,6.0NRT,294.2,21.1,D
-30.855,152.497,325.1,1.3,1.1,2020-01-26,03:25,A,63,6.0NRT,296.8,16,D
-32.523,150.045,320.1,2,1.4,2020-01-26,03:25,A,20,6.0NRT,299.6,26,D
-34.689,150.213,335.4,2.1,1.4,2020-01-26,03:25,A,73,6.0NRT,301.3,61.9,D
-34.711,150.259,333.5,2,1.4,2020-01-26,03:25,A,63,6.0NRT,303.2,50.7,D
-34.78,150.064,347.6,2.1,1.4,2020-01-26,03:25,A,91,6.0NRT,306,128,D
-34.793,150.069,354.6,2.1,1.4,2020-01-26,03:25,A,96,6.0NRT,307.9,171.7,D
-34.791,150.091,340,2.1,1.4,2020-01-26,03:25,A,84,6.0NRT,305.1,83.4,D
-34.805,150.072,337.1,2.1,1.4,2020-01-26,03:25,A,47,6.0NRT,308.5,68.3,D
-34.803,150.094,362.7,2.1,1.4,2020-01-26,03:25,A,100,6.0NRT,308.1,228.7,D
-34.816,150.097,355.5,2.1,1.4,2020-01-26,03:25,A,97,6.0NRT,310.2,174.4,D
-34.814,150.117,333.9,2.1,1.4,2020-01-26,03:25,A,52,6.0NRT,303.8,53.6,D
-34.793,150.048,332.1,2.1,1.4,2020-01-26,03:25,A,50,6.0NRT,307.3,51.6,D
-34.791,150.073,353,2.1,1.4,2020-01-26,03:25,A,95,6.0NRT,307.4,160,D
-27.318,152.974,323.6,1.1,1.1,2020-01-26,03:30,A,72,6.0NRT,299.2,9.8,D
-27.316,152.986,321.8,1.1,1.1,2020-01-26,03:30,A,39,6.0NRT,300.4,7.8,D
-26.522,151.771,316.4,1.3,1.1,2020-01-26,03:30,A,32,6.0NRT,295.7,12.4,D
-24.418,149.67,319.5,1.6,1.3,2020-01-26,03:30,A,42,6.0NRT,296.2,16.5,D
-30.874,121.481,337.5,3.4,1.7,2020-01-26,05:05,A,72,6.0NRT,313.8,91.1,D
-13.128,130.017,315.1,1.2,1.1,2020-01-26,05:10,A,28,6.0NRT,299.1,8.4,D
-11.17,121.37,317.6,1.9,1.4,2020-01-26,05:10,A,68,6.0NRT,293.9,28.2,D
-21.012,164.692,305.5,2,1.4,2020-01-26,11:15,T,32,6.0NRT,276.9,18.4,N
-35.808,149.815,314.7,1,1,2020-01-26,12:50,T,70,6.0NRT,291.1,11.9,N
-35.797,149.893,310.6,1,1,2020-01-26,12:50,T,58,6.0NRT,289.6,8.9,N
-35.815,149.828,311.4,1,1,2020-01-26,12:50,T,19,6.0NRT,290.5,9.3,N
-35.837,149.741,320.9,1,1,2020-01-26,12:50,T,87,6.0NRT,290.9,17.8,N
-35.835,149.752,311.4,1,1,2020-01-26,12:50,T,32,6.0NRT,290.9,9.4,N
-35.832,149.774,311.1,1,1,2020-01-26,12:50,T,34,6.0NRT,291.1,9,N
-35.824,149.83,311.3,1,1,2020-01-26,12:50,T,50,6.0NRT,289.5,9.8,N
-35.823,149.841,306.8,1,1,2020-01-26,12:50,T,31,6.0NRT,289.5,7.1,N
-35.854,149.688,311,1,1,2020-01-26,12:50,T,46,6.0NRT,289.3,9.3,N
-35.844,149.754,319.6,1,1,2020-01-26,12:50,T,66,6.0NRT,292.6,15.5,N
-35.822,149.91,314.3,1,1,2020-01-26,12:50,T,79,6.0NRT,290.5,12.1,N
-35.821,149.921,313.9,1,1,2020-01-26,12:50,T,88,6.0NRT,290.7,11.7,N
-35.83,149.923,302.5,1,1,2020-01-26,12:50,T,21,6.0NRT,290,4.4,N
-35.828,149.934,307.6,1,1,2020-01-26,12:50,T,72,6.0NRT,290.5,7.4,N
-35.862,149.758,316.4,1,1,2020-01-26,12:50,T,44,6.0NRT,291.4,12.9,N
-35.85,149.847,307.7,1,1,2020-01-26,12:50,T,56,6.0NRT,288.9,8.3,N
-35.876,149.727,324.9,1,1,2020-01-26,12:50,T,100,6.0NRT,292.4,21.5,N
-35.871,149.76,315.7,1,1,2020-01-26,12:50,T,53,6.0NRT,291.4,12.6,N
-35.837,150.004,307.9,1,1,2020-01-26,12:50,T,73,6.0NRT,290.2,8,N
